;when;super_hero_group;tracking;place;tracking_times;crystal_type;;human_behavior_report;human_measure;crystal_weight;expected_factor_x;previous_factor_x;first_factor_x;expected_final_factor_x;final_factor_x;previous_adamantium;;etherium_before_start;expected_start;start_process;start_subprocess1;start_critical_subprocess1;predicted_process_end;process_end;subprocess1_end;reported_on_tower;opened;chemical_x;raw_kryptonite;argon;pure_seastone;crystal_supergroup;Cycle;groups
81;13/04/2020;D;570751;1;1;group 1;10;3;770;332.2482;1615;1616.099976;1602;1582;1585;0.317;1602;;13/04/2020 15:16;13/04/2020 15:14;13/04/2020 15:15;;13/04/2020 15:40;13/04/2020 15:38;13/04/2020 15:36;13/04/2020 15:46;13/04/2020 16:00;20.36666667;1944;0;478.55;0;2ª;52
82;13/04/2020;B;73891;1;1;group 45;7;1;890;332.1733;1645;1629.800049;1602;1564;1569;0.0162;1602;8.24399948;13/04/2020 21:20;13/04/2020 21:20;13/04/2020 21:21;;13/04/2020 22:06;13/04/2020 22:13;13/04/2020 22:13;13/04/2020 22:26;13/04/2020 22:45;52.53333333;318;282.4032972;517.42;0;2ª;52
83;13/04/2020;B;570781;1;1;group 6;10;2;920;331.2572;1648;1652.5;1618;1596;1599;0.0026;1618;;13/04/2020 22:45;13/04/2020 22:43;13/04/2020 22:46;;13/04/2020 23:11;13/04/2020 23:11;13/04/2020 23:09;13/04/2020 23:19;13/04/2020 23:41;23.36666667;;200.4695686;386.28;0;2ª;52
84;13/04/2020;B;570791;1;1;group 6;14;1;850;328.9614;1646;1655.400024;1620;1585;1592;0.0477;1620;;13/04/2020 23:22;13/04/2020 23:21;13/04/2020 23:24;13/04/2020 23:26;13/04/2020 23:49;13/04/2020 23:42;13/04/2020 23:40;14/04/2020 01:50;14/04/2020 02:03;16.06666667;2250;0;16.65;0;2ª;52
85;14/04/2020;B;73921;1;1;group 6;18;4;950;331.7099;1608;1607.900024;1582;1580;1588;0.339;1582;417.2000122;14/04/2020 01:00;14/04/2020 00:40;14/04/2020 00:43;14/04/2020 00:47;14/04/2020 01:38;14/04/2020 01:25;14/04/2020 01:25;14/04/2020 02:32;14/04/2020 02:42;41.78333333;1530;502.4762772;935.04;0;2ª;52
86;14/04/2020;B;570811;1;1;group 6;17;2;710;325.0736;1639;1641.400024;1596;1580;1588;0.056;1596;;14/04/2020 02:16;14/04/2020 02:20;14/04/2020 02:22;;14/04/2020 02:48;14/04/2020 02:34;14/04/2020 02:33;14/04/2020 02:52;14/04/2020 03:18;11.36666667;;0;;0;2ª;52
87;14/04/2020;B;73931;1;1;group 6;16;3;780;340.0819;1613;1597.699951;1572;1573;1571;0.0422;1572;;14/04/2020 03:01;14/04/2020 03:02;14/04/2020 03:06;;14/04/2020 03:31;14/04/2020 03:45;14/04/2020 03:45;14/04/2020 03:54;14/04/2020 03:59;39.38333333;;414.5372469;433.96;0;2ª;52
88;14/04/2020;B;73941;1;1;group 6;14;4;800;330.9445;1610;1615.800049;1594;1575;1585;0.315;1594;88.27999878;14/04/2020 03:59;14/04/2020 04:04;14/04/2020 04:07;;14/04/2020 04:44;14/04/2020 04:32;14/04/2020 04:31;14/04/2020 04:52;14/04/2020 05:11;24.26666667;;174.6292257;426.56;0;2ª;52
89;14/04/2020;B;73951;1;1;group 6;17;2;720;335.0242;1637;1611.699951;1602;1589;1589;0.284;1602;;14/04/2020 05:24;14/04/2020 05:25;14/04/2020 05:29;;14/04/2020 05:52;14/04/2020 05:58;14/04/2020 05:55;14/04/2020 06:13;14/04/2020 06:49;25.65;;198.1551697;541.66;0;2ª;52
90;14/04/2020;B;73961;1;1;group 6;16;3;700;333.1493;1618;1599.400024;1588;1578;1585;0.385;1588;;14/04/2020 06:25;14/04/2020 06:25;14/04/2020 06:28;;14/04/2020 07:06;14/04/2020 06:50;14/04/2020 06:49;14/04/2020 07:04;14/04/2020 07:41;21.05;;188.8653947;522.24;0;2ª;52
91;14/04/2020;B;73971;1;1;group 6;9;3;750;337.7742;1616;1601.099976;1584;1578;1579;0.312;1584;;14/04/2020 07:23;14/04/2020 07:21;14/04/2020 07:26;;14/04/2020 07:57;14/04/2020 08:06;14/04/2020 08:04;14/04/2020 08:14;14/04/2020 08:32;37.98333333;;282.4431801;682.67;0;2ª;52
92;14/04/2020;A;73981;1;1;group 6;7;2;700;332.4605;1628;1605.300049;1590;1580;1583;0.059;1590;;14/04/2020 08:31;14/04/2020 08:30;14/04/2020 08:36;14/04/2020 08:47;14/04/2020 09:00;14/04/2020 09:02;14/04/2020 09:00;14/04/2020 09:10;14/04/2020 09:33;24.46666667;519;266.7410076;290.06;0;2ª;52
93;14/04/2020;A;570871;1;1;group 6;18;3;850;333.8256;1628;1631.199951;1604;1583;1581;0.0345;1604;;14/04/2020 09:16;14/04/2020 09:14;14/04/2020 09:20;14/04/2020 09:28;14/04/2020 09:43;14/04/2020 09:44;14/04/2020 09:42;14/04/2020 09:55;14/04/2020 10:31;21.6;;0;101.23;0;2ª;52
94;14/04/2020;A;73991;1;1;group 6;16;4;680;339.3141;1612;1657.699951;1611;1578;1584;0.0115;1611;;14/04/2020 10:08;14/04/2020 10:18;14/04/2020 10:23;14/04/2020 10:26;14/04/2020 10:46;14/04/2020 10:44;14/04/2020 10:42;14/04/2020 10:55;14/04/2020 11:27;18.2;3672;0;184.61;0;2ª;52
95;14/04/2020;A;570881;1;1;group 6;10;3;550;352.9099;1631;1622.5;1593;1594;1599;0.0184;1593;;14/04/2020 10:51;14/04/2020 10:56;14/04/2020 11:01;14/04/2020 11:11;14/04/2020 11:19;14/04/2020 11:32;14/04/2020 11:31;14/04/2020 12:23;14/04/2020 12:31;29.78333333;1674;341.3597062;569.24;0;2ª;52
96;14/04/2020;A;570891;1;1;group 160;7;4;1000;337.0241;1641;1628.900024;1578;1587;1591;0.302;1578;770.4000244;14/04/2020 12:47;14/04/2020 12:48;14/04/2020 12:58;14/04/2020 13:11;14/04/2020 13:44;14/04/2020 13:53;14/04/2020 13:52;14/04/2020 14:02;14/04/2020 14:08;54.5;2478;559.1316994;160.96;0;2ª;52
97;14/04/2020;A;570911;1;1;group 160;14;4;900;333.4868;1616;1608.5;1572;1578;1568;0.297;1572;23.23000145;14/04/2020 14:54;14/04/2020 14:52;14/04/2020 14:55;14/04/2020 15:22;14/04/2020 15:28;14/04/2020 15:39;14/04/2020 15:36;14/04/2020 15:45;14/04/2020 15:51;40.86666667;;135.9147952;27.79;0;2ª;52
98;14/04/2020;A;74031;1;1;group 160;7;4;900;346.2058;1617;1621.099976;1591;1571;1572;0.318;1591;30.80999947;14/04/2020 16:28;14/04/2020 16:27;14/04/2020 16:30;;14/04/2020 17:04;14/04/2020 17:13;14/04/2020 17:09;14/04/2020 17:22;14/04/2020 17:27;39.43333333;3672;0;109.22;0;2ª;52
99;14/04/2020;D;570961;1;1;group 186;14;2;700;325.6671;1635;1650.300049;1600;1586;1591;0.0045;1600;;14/04/2020 21:10;14/04/2020 21:07;14/04/2020 21:13;14/04/2020 21:30;14/04/2020 21:46;14/04/2020 21:45;14/04/2020 21:39;14/04/2020 21:51;14/04/2020 22:19;26.1;;0;211.64;0;2ª;52
100;15/04/2020;D;74051;1;1;group 180;18;2;700;;1652;1612.400024;1582;1579;1581;;1582;830.4000244;15/04/2020 00:22;15/04/2020 00:12;15/04/2020 00:16;15/04/2020 00:20;;15/04/2020 01:06;15/04/2020 01:04;15/04/2020 01:36;15/04/2020 01:43;48.38333333;855;288.3798091;1548.46;1;2ª;52
101;15/04/2020;D;74051;1;2;group 180;18;2;700;339.7564;1652;1581;1576;1572;1576;;1576;;15/04/2020 00:22;15/04/2020 01:12;15/04/2020 01:16;15/04/2020 01:18;15/04/2020 01:28;15/04/2020 01:25;15/04/2020 01:25;15/04/2020 01:36;15/04/2020 01:43;9.45;;0;402.05;1;2ª;52
102;15/04/2020;D;74071;1;1;group 180;16;4;820;342.4134;1634;1614.599976;1581;1569;1551;0.284;1581;346.8999939;15/04/2020 02:14;15/04/2020 02:20;15/04/2020 02:24;15/04/2020 02:29;15/04/2020 03:09;15/04/2020 03:28;15/04/2020 03:21;;;56.48333333;4792;0;1520.85;1;2ª;52
103;15/04/2020;A;571051;1;1;group 7;13;2;800;334.3292;1647;1642.800049;1609;1589;1601;0.0494;1609;;;15/04/2020 09:27;15/04/2020 09:30;15/04/2020 09:33;15/04/2020 10:08;15/04/2020 09:51;15/04/2020 09:49;15/04/2020 10:07;15/04/2020 10:56;19.06666667;;0;56.43;0;2ª;52
0;20/10/2020;C;602081;1;1;group 160;2;3;700;349.4849;1626;1618.699951;1591;1578;1586;0.224;1591;409.3999939;20/10/2020 01:10;20/10/2020 01:15;20/10/2020 01:18;;20/10/2020 01:58;20/10/2020 01:44;20/10/2020 01:43;20/10/2020 01:58;44124.10334;24.48333333;1038;0;116.44;0;2ª;53
1;21/10/2020;C;105341;1;1;group 29;10;3;700;344.1985;1613;1616.900024;1604;1580;1586;0.291;1604;;21/10/2020 00:52;21/10/2020 00:52;21/10/2020 00:53;21/10/2020 00:58;21/10/2020 01:18;21/10/2020 01:20;21/10/2020 01:19;21/10/2020 01:31;44125.07593;26.66666667;;0;504.67;0;2ª;53
2;21/10/2020;C;602321;1;1;group 29;11;1;600;331.8187;1645;1628.5;1606;1576;1589;0.264;1606;;21/10/2020 02:42;21/10/2020 02:46;21/10/2020 02:52;;21/10/2020 03:37;21/10/2020 03:06;21/10/2020 03:05;21/10/2020 03:17;44125.15441;13.36666667;;0;505.11;0;2ª;53
3;21/10/2020;C;602341;1;1;group 29;10;3;700;339.002;1619;1628;1611;1580;1586;0.301;1611;;21/10/2020 04:34;21/10/2020 04:41;21/10/2020 04:44;21/10/2020 04:51;21/10/2020 05:23;21/10/2020 05:07;21/10/2020 05:06;21/10/2020 05:20;21/10/2020 05:45;22.03333333;3018;0;574.66;0;2ª;53
4;21/10/2020;C;602361;1;1;group 29;15;3;700;326.3887;1625;1614.699951;1597;1580;1593;0.323;1597;;21/10/2020 06:14;21/10/2020 06:20;21/10/2020 06:24;21/10/2020 06:27;21/10/2020 07:21;21/10/2020 06:50;21/10/2020 06:49;21/10/2020 07:14;21/10/2020 07:44;25.53333333;;113.8185315;602.29;0;2ª;53
5;21/10/2020;D;105431;1;1;group 112;2;3;450;354.4712;1621;1597.199951;1583;1582;1589;0.326;1583;504.3999939;21/10/2020 09:06;21/10/2020 09:07;21/10/2020 09:12;;21/10/2020 09:47;21/10/2020 09:33;21/10/2020 09:31;21/10/2020 10:12;21/10/2020 10:29;19.65;;115.7337838;639.98;0;2ª;53
6;21/10/2020;D;105451;1;1;group 112;1;3;550;341.8307;1618;1618.800049;1594;1583;1586;0.309;1594;509.2000122;21/10/2020 10:42;21/10/2020 10:46;21/10/2020 10:52;21/10/2020 10:56;21/10/2020 11:21;21/10/2020 11:29;21/10/2020 11:28;21/10/2020 11:45;21/10/2020 11:58;36.78333333;;181.3892138;686.23;0;2ª;53
7;21/10/2020;D;105461;1;1;group 112;19;3;500;342.9876;1640;1605.099976;1580;1594;1599;0.291;1580;;21/10/2020 12:10;21/10/2020 12:07;21/10/2020 12:11;;21/10/2020 12:33;21/10/2020 12:39;21/10/2020 12:39;21/10/2020 12:47;21/10/2020 13:04;27.71666667;1731;460.7926236;970.24;0;2ª;53
8;21/10/2020;D;105481;1;1;group 112;13;4;800;326.8565;1613;1603.400024;1600;1581;1586;0.283;1600;;21/10/2020 13:26;21/10/2020 13:23;21/10/2020 13:29;21/10/2020 13:32;21/10/2020 14:03;21/10/2020 14:02;21/10/2020 14:01;21/10/2020 14:20;21/10/2020 14:34;32.2;;112.8364835;591.57;0;2ª;53
9;21/10/2020;D;105501;1;1;group 112;15;1;650;333.1261;1654;1601.099976;1583;1582;1577;0.292;1583;;21/10/2020 14:56;21/10/2020 15:01;21/10/2020 15:05;;21/10/2020 15:38;21/10/2020 15:43;21/10/2020 15:42;21/10/2020 15:52;21/10/2020 16:00;37.13333333;1599;390.9921926;1035.95;0;2ª;53
10;21/10/2020;D;105531;1;1;group 29;19;2;850;325.6825;1632;1617;1603;1588;1590;0.288;1603;;21/10/2020 16:42;21/10/2020 16:43;21/10/2020 16:46;;21/10/2020 17:08;21/10/2020 17:09;21/10/2020 17:08;21/10/2020 17:29;21/10/2020 18:08;22.16666667;;0;461.77;0;2ª;53
11;21/10/2020;D;105561;1;1;group 29;10;1;900;317.6583;1674;1582.300049;1566;1581;1586;0.346;1566;;21/10/2020 18:47;21/10/2020 18:49;21/10/2020 18:54;21/10/2020 19:12;21/10/2020 19:27;21/10/2020 19:38;21/10/2020 19:34;21/10/2020 19:44;21/10/2020 19:56;40.26666667;;585.551356;1154;0;2ª;53
12;21/10/2020;B;105581;1;1;group 29;1;2;1100;326.9842;1640;1611.300049;1606;1583;1597;0.326;1606;;21/10/2020 20:11;21/10/2020 20:08;21/10/2020 20:12;;21/10/2020 21:12;21/10/2020 20:45;21/10/2020 20:44;21/10/2020 21:10;21/10/2020 21:43;31.83333333;312;194.4475257;728.79;0;2ª;53
13;21/10/2020;B;105591;1;1;group 112;19;3;620;333.0862;1617;1638.599976;;1585;;0.32;;;21/10/2020 20:53;21/10/2020 20:53;;;21/10/2020 21:19;21/10/2020 20:54;;;;;;0;;0;2ª;53
14;21/10/2020;B;105601;1;1;group 112;2;3;600;330.0426;1611;1643.599976;1613;1580;1585;0.0345;1613;;21/10/2020 21:48;21/10/2020 21:50;21/10/2020 21:53;;21/10/2020 22:16;21/10/2020 22:15;21/10/2020 22:13;21/10/2020 22:23;21/10/2020 22:39;20.05;3453;0;102.97;0;2ª;53
15;21/10/2020;B;105621;1;1;group 112;15;3;730;330.5691;1611;1613.900024;1609;1575;1575;0.306;1609;;21/10/2020 23:34;21/10/2020 23:29;22/10/2020 00:03;;22/10/2020 00:03;22/10/2020 00:10;22/10/2020 00:08;22/10/2020 00:18;22/10/2020 00:23;34.4;2628;0;647.37;0;2ª;53
16;22/10/2020;B;105641;1;1;group 29;10;3;690;335.1019;1619;1620.5;1590;1580;1589;0.279;1590;;22/10/2020 01:20;22/10/2020 01:25;22/10/2020 01:27;22/10/2020 01:30;22/10/2020 02:03;22/10/2020 01:50;22/10/2020 01:46;22/10/2020 02:06;22/10/2020 02:45;19.08333333;;0;459.69;0;2ª;53
17;22/10/2020;B;105671;1;1;group 29;2;3;550;345.39;1612;1625.800049;1598;1573;1578;0.279;1598;;22/10/2020 04:41;22/10/2020 04:42;22/10/2020 04:49;;22/10/2020 05:15;22/10/2020 05:28;22/10/2020 05:26;22/10/2020 05:35;22/10/2020 05:39;37.45;2886;0;616.54;0;2ª;53
18;22/10/2020;B;105691;1;1;group 29;15;3;520;344.5695;1617;1604.900024;1575;1580;1585;;1575;;22/10/2020 06:15;22/10/2020 06:21;22/10/2020 06:24;;22/10/2020 07:04;22/10/2020 07:08;22/10/2020 07:07;22/10/2020 07:17;22/10/2020 07:36;43.25;1434;201.6757553;798.98;0;2ª;53
19;22/10/2020;D;602491;1;1;group 159;10;4;650;348.0064;1616;1596.199951;1566;1553;1553;0.0302;1566;;22/10/2020 08:06;22/10/2020 08:14;22/10/2020 08:21;22/10/2020 08:24;22/10/2020 09:07;22/10/2020 09:12;22/10/2020 08:48;22/10/2020 09:39;22/10/2020 09:44;27.43333333;;232.1569215;163.69;0;2ª;53
20;22/10/2020;D;602511;1;1;group 159;15;4;700;334.6016;1608;1610.300049;1577;1542;1555;0.0244;1577;;22/10/2020 10:03;22/10/2020 10:26;22/10/2020 10:37;;22/10/2020 11:21;22/10/2020 11:07;22/10/2020 11:00;22/10/2020 11:14;22/10/2020 11:52;22.93333333;;0;47.65;0;2ª;53
21;22/10/2020;D;105731;1;1;group 159;12;4;600;352.3077;1599;1597.5;1576;1541;1547;0.0346;1576;;22/10/2020 11:40;22/10/2020 11:48;22/10/2020 11:53;22/10/2020 11:57;22/10/2020 12:26;22/10/2020 12:20;22/10/2020 12:14;22/10/2020 12:34;22/10/2020 12:59;20.68333333;510;0;22.07;0;2ª;53
22;22/10/2020;D;602551;1;1;group 159;11;3;750;335.0916;1604;1578.900024;1551;1540;1547;0.0141;1551;;22/10/2020 14:14;22/10/2020 14:14;22/10/2020 14:19;22/10/2020 14:22;22/10/2020 14:52;22/10/2020 14:55;22/10/2020 14:49;22/10/2020 15:02;22/10/2020 15:19;30.2;;201.7553218;201.66;0;2ª;53
23;22/10/2020;D;602571;1;1;group 112;19;4;600;343.1245;1624;1621.400024;1608;1593;1596;0.33;1608;548.7000122;22/10/2020 16:12;22/10/2020 16:14;22/10/2020 16:19;;22/10/2020 16:53;22/10/2020 16:45;22/10/2020 16:44;22/10/2020 17:19;22/10/2020 17:26;24.9;;0;529.41;0;2ª;53
24;22/10/2020;D;602581;1;1;group 97;11;3;600;341.1932;1658;1618.599976;1590;1574;1573;0.0265;1590;;22/10/2020 18:19;22/10/2020 18:22;22/10/2020 18:27;22/10/2020 18:45;22/10/2020 19:00;22/10/2020 19:06;22/10/2020 18:55;22/10/2020 19:35;22/10/2020 19:41;27.7;;251.5989726;205.42;0;2ª;53
25;23/10/2020;B;602631;1;1;group 70;15;3;550;328.297;1604;1603.699951;1582;1548;1556;0.0155;1582;;23/10/2020 00:50;23/10/2020 00:49;23/10/2020 00:56;23/10/2020 01:04;23/10/2020 01:27;23/10/2020 01:29;23/10/2020 01:22;23/10/2020 01:36;23/10/2020 01:48;25.36666667;1002;0;58.83;0;2ª;53
26;23/10/2020;B;602651;1;1;group 70;12;1;520;348.8956;1621;1593.699951;1575;1545;1552;0.0212;1575;;23/10/2020 03:00;23/10/2020 03:17;23/10/2020 03:20;23/10/2020 03:21;23/10/2020 03:55;23/10/2020 04:03;23/10/2020 03:46;23/10/2020 04:09;23/10/2020 04:14;26.5;;0;31.49;0;2ª;53
27;23/10/2020;B;105851;1;1;group 70;10;4;680;348.5037;1597;1603.599976;1594;1542;1553;0.0267;1594;;23/10/2020 05:55;23/10/2020 05:53;23/10/2020 06:01;23/10/2020 06:04;23/10/2020 06:23;23/10/2020 06:32;23/10/2020 06:20;23/10/2020 06:37;23/10/2020 06:42;18.38333333;2880;0;15.7;0;2ª;53
28;23/10/2020;A;105881;1;1;group 70;19;3;680;331.1185;1612;1583.099976;1566;1562;1565;0.0251;1566;5.04199982;23/10/2020 08:54;23/10/2020 08:55;23/10/2020 09:01;23/10/2020 09:03;23/10/2020 10:10;23/10/2020 09:50;23/10/2020 09:40;23/10/2020 09:58;23/10/2020 10:40;39.4;;432.6377813;394.12;0;2ª;53
29;23/10/2020;A;105901;1;1;group 70;12;3;700;341.2902;1612;1596.800049;1572;1547;1547;0.0241;1572;;23/10/2020 11:49;23/10/2020 12:01;23/10/2020 12:01;23/10/2020 12:05;23/10/2020 12:39;23/10/2020 12:41;23/10/2020 12:34;23/10/2020 12:48;23/10/2020 12:58;33.25;;0;12.6;0;2ª;53
30;23/10/2020;A;602741;1;1;group 70;14;1;620;334.203;1632;1612.800049;1587;1555;1570;0.0279;1587;;23/10/2020 13:05;23/10/2020 13:03;23/10/2020 13:08;23/10/2020 13:16;23/10/2020 13:43;23/10/2020 13:40;23/10/2020 13:33;23/10/2020 13:57;23/10/2020 14:07;25.05;513;0;;0;2ª;53
31;23/10/2020;A;602751;1;1;group 70;19;2;650;342.6491;1616;1586.099976;1570;1545;1559;0.0466;1570;;23/10/2020 14:24;23/10/2020 14:29;23/10/2020 14:33;23/10/2020 14:37;23/10/2020 15:07;23/10/2020 15:09;23/10/2020 14:59;23/10/2020 15:17;23/10/2020 15:21;25.65;;67.43766153;;0;2ª;53
32;23/10/2020;A;602771;1;1;group 29;14;2;580;328.8229;1644;1618;1586;1596;1602;0.274;1586;;23/10/2020 17:30;23/10/2020 17:38;23/10/2020 17:47;;23/10/2020 18:14;23/10/2020 18:27;23/10/2020 18:27;23/10/2020 18:59;23/10/2020 19:04;40.31666667;;446.2662091;897.93;0;2ª;53
33;23/10/2020;A;602781;1;1;group 29;19;3;650;340.5944;1622;1618.400024;1587;1579;1585;0.298;1587;;23/10/2020 18:19;23/10/2020 18:44;23/10/2020 18:48;;23/10/2020 19:17;23/10/2020 19:28;23/10/2020 19:27;23/10/2020 19:41;23/10/2020 19:56;38.93333333;1695;181.5479795;662.63;0;2ª;53
34;23/10/2020;A;602791;1;1;group 29;11;4;640;340.9945;1617;1615.211885;1589;1576;1578;;1589;484.2000122;23/10/2020 19:22;23/10/2020 19:53;23/10/2020 19:58;;23/10/2020 20:23;23/10/2020 20:26;23/10/2020 20:25;23/10/2020 20:34;23/10/2020 20:50;27.45;1203;0;488.02;0;2ª;53
35;23/10/2020;D;602801;1;1;group 29;12;3;600;343.3412;1627;1605.900024;1576;1580;1584;0.284;1576;384.8999939;23/10/2020 20:40;23/10/2020 20:39;23/10/2020 20:44;23/10/2020 20:49;24/10/2020 01:38;23/10/2020 21:18;23/10/2020 21:16;23/10/2020 21:26;23/10/2020 21:44;31.51666667;1353;222.4899312;661;0;2ª;53
36;24/10/2020;D;106001;1;1;group 29;15;4;700;335.0041;1611;1609.800049;1588;1580;1582;0.03;1588;;24/10/2020 00:39;24/10/2020 00:40;24/10/2020 00:45;;24/10/2020 01:24;24/10/2020 01:13;24/10/2020 01:12;24/10/2020 01:27;24/10/2020 01:56;26.56666667;;194.6642907;324.59;0;2ª;53
37;24/10/2020;D;106011;1;1;group 29;14;4;700;337.1261;1611;1615.699951;1600;1581;1587;0.282;1600;483.6000061;24/10/2020 01:30;24/10/2020 01:32;24/10/2020 01:36;24/10/2020 01:39;24/10/2020 01:58;24/10/2020 01:55;24/10/2020 01:54;24/10/2020 02:13;24/10/2020 02:47;17.56666667;1414;0;426.51;0;2ª;53
38;24/10/2020;D;602851;1;1;group 29;10;2;800;325.3948;1649;1619.699951;1594;1589;1591;0.26;1594;506.2000122;24/10/2020 02:19;24/10/2020 02:15;24/10/2020 02:19;24/10/2020 02:21;24/10/2020 02:41;24/10/2020 02:42;24/10/2020 02:40;24/10/2020 03:10;24/10/2020 03:33;21.38333333;;162.4840158;625.46;0;2ª;53
39;24/10/2020;D;602861;1;1;group 29;19;1;800;333.523;1658;1625.099976;1599;1592;1596;0.302;1599;559.4000244;24/10/2020 03:02;24/10/2020 03:05;24/10/2020 03:09;24/10/2020 03:11;24/10/2020 03:31;24/10/2020 03:36;24/10/2020 03:35;24/10/2020 03:53;24/10/2020 04:18;25.46666667;930;150.5522016;708.19;0;2ª;53
40;24/10/2020;D;602871;1;1;group 29;2;1;850;327.5454;1659;1621.900024;1588;1586;1590;0.275;1588;509;24/10/2020 03:58;24/10/2020 03:59;24/10/2020 04:04;24/10/2020 04:06;24/10/2020 04:31;24/10/2020 04:31;24/10/2020 04:29;24/10/2020 04:41;24/10/2020 05:06;25.4;;202.1311525;707.85;0;2ª;53
41;24/10/2020;D;106051;1;1;group 29;14;3;700;336.6157;1635;1607.099976;1569;1580;1588;0.285;1569;453.3999939;24/10/2020 05:24;24/10/2020 05:28;24/10/2020 05:38;24/10/2020 05:41;24/10/2020 06:13;24/10/2020 06:10;24/10/2020 06:10;24/10/2020 06:20;24/10/2020 06:41;31.41666667;1359;290.8658888;785.51;0;2ª;53
42;24/10/2020;D;106071;1;1;group 29;13;3;700;341.0988;1620;1613.400024;1594;1580;1587;0.301;1594;441.2000122;24/10/2020 06:51;24/10/2020 06:52;24/10/2020 07:00;;24/10/2020 07:38;24/10/2020 07:23;24/10/2020 07:21;24/10/2020 08:00;24/10/2020 08:14;21.86666667;;0;461.49;0;2ª;53
43;24/10/2020;A;602921;1;1;group 148;12;3;650;342.9375;1645;1636.099976;1611;1580;1580;0.0385;1611;;24/10/2020 08:26;24/10/2020 08:31;24/10/2020 08:38;24/10/2020 08:41;24/10/2020 09:25;24/10/2020 09:28;24/10/2020 09:16;24/10/2020 09:36;24/10/2020 09:54;38.45;;302.161289;274.42;0;2ª;53
44;24/10/2020;A;602941;1;1;group 148;10;3;620;348.9179;1636;1635.300049;1593;1566;1571;0.0066;1593;17.04000092;24/10/2020 10:22;24/10/2020 10:30;24/10/2020 10:36;24/10/2020 10:38;24/10/2020 11:00;24/10/2020 11:22;24/10/2020 11:14;24/10/2020 11:31;24/10/2020 11:42;38.8;;301.9821096;354.4;0;2ª;53
45;24/10/2020;A;602961;1;1;group 148;15;3;630;339.0626;1636;1607.099976;1581;1568;1578;0.0347;1581;3.11699986;24/10/2020 12:26;24/10/2020 12:35;24/10/2020 12:38;24/10/2020 12:40;24/10/2020 13:15;24/10/2020 13:22;24/10/2020 13:16;24/10/2020 13:34;24/10/2020 13:49;37.91666667;;453.4360793;397.52;0;2ª;53
46;24/10/2020;A;602991;1;1;group 145;11;3;650;331.8685;1617;1651.800049;1616;1576;1582;0.0116;1616;;24/10/2020 15:48;24/10/2020 15:53;24/10/2020 16:02;24/10/2020 16:04;24/10/2020 16:50;24/10/2020 16:43;24/10/2020 16:35;24/10/2020 17:22;24/10/2020 17:29;33.35;;0;81.72;0;2ª;53
47;24/10/2020;A;603011;1;1;group 145;6;3;650;342.9434;1607;1592.699951;1577;1564;1575;0.0235;1577;3.53399992;24/10/2020 18:06;24/10/2020 18:04;24/10/2020 18:08;;24/10/2020 18:58;24/10/2020 18:42;24/10/2020 18:35;24/10/2020 18:57;24/10/2020 19:28;26.96666667;;342.8962838;311;0;2ª;53
48;24/10/2020;D;106191;1;1;group 145;11;3;700;338.1808;1609;1613.099976;1592;1564;1575;0.0403;1592;;24/10/2020 20:19;24/10/2020 20:22;24/10/2020 20:27;;24/10/2020 21:03;24/10/2020 20:53;24/10/2020 20:46;24/10/2020 21:02;24/10/2020 21:35;19.6;;0;;0;2ª;53
49;24/10/2020;D;603041;1;1;group 145;10;2;780;;1622;1610.099976;1577;1565;1574;0.0163;1577;;24/10/2020 22:37;24/10/2020 22:36;24/10/2020 22:40;24/10/2020 22:51;;24/10/2020 23:13;24/10/2020 23:10;24/10/2020 23:26;24/10/2020 23:44;29.56666667;;289.4308628;324.66;0;2ª;53
50;25/10/2020;D;603081;1;1;group 133;10;4;800;328.1166;1632;1633.300049;1616;1574;1575;0.0288;1616;;25/10/2020 02:24;25/10/2020 02:20;25/10/2020 02:24;25/10/2020 02:25;25/10/2020 03:25;25/10/2020 03:09;25/10/2020 02:54;25/10/2020 03:35;25/10/2020 03:56;29.95;;0;50.62;0;2ª;53
51;25/10/2020;D;603101;1;1;group 133;14;4;550;340.5177;1606;1590.392827;1589;1557;1562;;1589;9.05000019;25/10/2020 05:22;25/10/2020 05:17;25/10/2020 05:22;25/10/2020 05:23;25/10/2020 06:03;25/10/2020 05:53;25/10/2020 05:45;25/10/2020 06:01;25/10/2020 06:13;23.85;;0;49.97;0;2ª;53
52;25/10/2020;C;106291;1;1;group 133;14;4;700;341.0185;1631;1623.099976;1605;1572;1572;0.075;1605;5.29199982;25/10/2020 08:47;25/10/2020 08:58;25/10/2020 09:03;25/10/2020 09:04;25/10/2020 09:42;25/10/2020 09:50;25/10/2020 09:42;25/10/2020 09:59;25/10/2020 10:16;38.85;606;34.22894692;41.74;0;2ª;53
53;25/10/2020;C;603141;1;1;group 133;11;1;700;332.7127;1665;1654;1612;1569;1586;0.0138;1612;;25/10/2020 10:42;25/10/2020 11:00;25/10/2020 11:04;25/10/2020 11:06;25/10/2020 11:54;25/10/2020 11:43;25/10/2020 11:34;25/10/2020 11:50;25/10/2020 12:27;30.5;498;0;63.24;0;2ª;53
54;25/10/2020;C;106331;1;1;group 155;19;4;750;329.5696;1655;1657;1623;1597;1604;0.304;1623;463;25/10/2020 14:10;25/10/2020 14:07;25/10/2020 14:16;25/10/2020 14:20;25/10/2020 15:05;25/10/2020 14:51;25/10/2020 14:48;25/10/2020 15:38;25/10/2020 15:44;32.05;2097;0;496.05;1;2ª;53
