index;groups;target
78;10;139.8230088
79;10;141.5929204
80;10;143.3628319
81;10;145.1327434
82;10;146.9026549
83;10;148.6725664
84;10;150.4424779
85;10;152.2123894
86;10;153.9823009
87;10;155.7522124
88;10;157.5221239
89;10;159.2920354
90;10;161.0619469
91;10;162.8318584
92;10;164.6017699
93;10;166.3716814
94;10;168.1415929
95;10;169.9115044
96;10;171.6814159
97;10;173.4513274
98;10;175.2212389
99;10;176.9911504
100;10;178.7610619
101;10;180.5309735
102;10;182.300885
103;10;184.0707965
104;10;185.840708
105;10;187.6106195
106;10;189.380531
107;10;191.1504425
108;10;192.920354
109;10;194.6902655
110;10;196.460177
111;10;198.2300885
112;10;200
0;11;1.962962963
1;11;3.925925926
2;11;5.888888889
3;11;7.851851852
4;11;9.814814815
5;11;11.77777778
6;11;13.74074074
7;11;15.7037037
8;11;17.66666667
9;11;19.62962963
10;11;21.59259259
11;11;23.55555556
12;11;25.51851852
13;11;27.48148148
14;11;29.44444444
15;11;31.40740741
16;11;33.37037037
17;11;35.33333333
18;11;37.2962963
19;11;39.25925926
20;11;41.22222222
21;11;43.18518519
22;11;45.14814815
23;11;47.11111111
24;11;49.07407407
25;11;51.03703704
26;11;53
27;11;54.96296296
28;11;56.92592593
29;11;58.88888889
30;11;60.85185185
31;11;62.81481481
32;11;64.77777778
33;11;66.74074074
34;11;68.7037037
35;11;70.66666667
36;11;72.62962963
37;11;74.59259259
38;11;76.55555556
39;11;78.51851852
40;11;80.48148148
41;11;82.44444444
42;11;84.40740741
43;11;86.37037037
44;11;88.33333333
45;11;90.2962963
46;11;92.25925926
47;11;94.22222222
48;11;96.18518519
49;11;98.14814815
50;11;100.1111111
51;11;102.0740741
52;11;104.037037
53;11;106
54;11;107.962963
55;11;109.9259259
56;11;111.8888889
57;11;113.8518519
58;11;115.8148148
59;11;117.7777778
60;11;119.7407407
61;11;121.7037037
62;11;123.6666667
63;11;125.6296296
64;11;127.5925926
65;11;129.5555556
66;11;131.5185185
67;11;133.4814815
68;11;135.4444444
69;11;137.4074074
70;11;139.3703704
71;11;141.3333333
72;11;143.2962963
73;11;145.2592593
74;11;147.2222222
75;11;149.1851852
76;11;151.1481481
77;11;153.1111111
78;11;155.0740741
79;11;157.037037
80;11;159
81;11;160.962963
82;11;162.9259259
83;11;164.8888889
84;11;166.8518519
85;11;168.8148148
86;11;170.7777778
87;11;172.7407407
88;11;174.7037037
89;11;176.6666667
90;11;178.6296296
91;11;180.5925926
92;11;182.5555556
93;11;184.5185185
94;11;186.4814815
95;11;188.4444444
96;11;190.4074074
97;11;192.3703704
98;11;194.3333333
99;11;196.2962963
100;11;198.2592593
101;11;200.2222222
102;11;202.1851852
103;11;204.1481481
104;11;206.1111111
105;11;208.0740741
106;11;210.037037
107;11;212
108;11;213.962963
109;11;215.9259259
110;11;217.8888889
111;11;219.8518519
112;11;221.8148148
113;11;223.7777778
114;11;225.7407407
115;11;227.7037037
116;11;229.6666667
117;11;231.6296296
118;11;233.5925926
119;11;235.5555556
120;11;237.5185185
121;11;239.4814815
122;11;241.4444444
123;11;243.4074074
124;11;245.3703704
125;11;247.3333333
126;11;249.2962963
127;11;251.2592593
128;11;253.2222222
129;11;255.1851852
130;11;257.1481481
131;11;259.1111111
132;11;261.0740741
133;11;263.037037
134;11;265
0;12;1.044776119
1;12;2.089552239
2;12;3.134328358
3;12;4.179104478
4;12;5.223880597
5;12;6.268656716
6;12;7.313432836
7;12;8.358208955
8;12;9.402985075
9;12;10.44776119
10;12;11.49253731
11;12;12.53731343
12;12;13.58208955
13;12;14.62686567
14;12;15.67164179
15;12;16.71641791
16;12;17.76119403
17;12;18.80597015
18;12;19.85074627
19;12;20.89552239
20;12;21.94029851
21;12;22.98507463
22;12;24.02985075
23;12;25.07462687
24;12;26.11940299
25;12;27.1641791
26;12;28.20895522
27;12;29.25373134
28;12;30.29850746
29;12;31.34328358
30;12;32.3880597
31;12;33.43283582
32;12;34.47761194
33;12;35.52238806
34;12;36.56716418
35;12;37.6119403
36;12;38.65671642
37;12;39.70149254
38;12;40.74626866
39;12;41.79104478
40;12;42.8358209
41;12;43.88059701
42;12;44.92537313
43;12;45.97014925
44;12;47.01492537
45;12;48.05970149
46;12;49.10447761
47;12;50.14925373
48;12;51.19402985
49;12;52.23880597
50;12;53.28358209
51;12;54.32835821
52;12;55.37313433
53;12;56.41791045
54;12;57.46268657
55;12;58.50746269
56;12;59.55223881
57;12;60.59701493
58;12;61.64179104
59;12;62.68656716
60;12;63.73134328
61;12;64.7761194
62;12;65.82089552
63;12;66.86567164
64;12;67.91044776
65;12;68.95522388
66;12;70
67;12;71.04477612
68;12;72.08955224
69;12;73.13432836
70;12;74.17910448
71;12;75.2238806
72;12;76.26865672
73;12;77.31343284
74;12;78.35820896
75;12;79.40298507
76;12;80.44776119
77;12;81.49253731
78;12;82.53731343
79;12;83.58208955
80;12;84.62686567
81;12;85.67164179
82;12;86.71641791
83;12;87.76119403
84;12;88.80597015
85;12;89.85074627
86;12;90.89552239
87;12;91.94029851
88;12;92.98507463
89;12;94.02985075
90;12;95.07462687
91;12;96.11940299
92;12;97.1641791
93;12;98.20895522
94;12;99.25373134
95;12;100.2985075
96;12;101.3432836
97;12;102.3880597
98;12;103.4328358
99;12;104.4776119
100;12;105.5223881
101;12;106.5671642
102;12;107.6119403
103;12;108.6567164
104;12;109.7014925
105;12;110.7462687
106;12;111.7910448
107;12;112.8358209
108;12;113.880597
109;12;114.9253731
110;12;115.9701493
111;12;117.0149254
112;12;118.0597015
113;12;119.1044776
114;12;120.1492537
115;12;121.1940299
116;12;122.238806
117;12;123.2835821
118;12;124.3283582
119;12;125.3731343
120;12;126.4179104
121;12;127.4626866
122;12;128.5074627
123;12;129.5522388
124;12;130.5970149
125;12;131.641791
126;12;132.6865672
127;12;133.7313433
128;12;134.7761194
129;12;135.8208955
130;12;136.8656716
131;12;137.9104478
132;12;138.9552239
133;12;140
0;13;1.079136691
1;13;2.158273381
2;13;3.237410072
3;13;4.316546763
4;13;5.395683453
5;13;6.474820144
6;13;7.553956835
7;13;8.633093525
8;13;9.712230216
9;13;10.79136691
10;13;11.8705036
11;13;12.94964029
12;13;14.02877698
13;13;15.10791367
14;13;16.18705036
15;13;17.26618705
16;13;18.34532374
17;13;19.42446043
18;13;20.50359712
19;13;21.58273381
20;13;22.6618705
21;13;23.74100719
22;13;24.82014388
23;13;25.89928058
24;13;26.97841727
25;13;28.05755396
26;13;29.13669065
27;13;30.21582734
28;13;31.29496403
29;13;32.37410072
30;13;33.45323741
31;13;34.5323741
32;13;35.61151079
33;13;36.69064748
34;13;37.76978417
35;13;38.84892086
36;13;39.92805755
37;13;41.00719424
38;13;42.08633094
39;13;43.16546763
40;13;44.24460432
41;13;45.32374101
42;13;46.4028777
43;13;47.48201439
44;13;48.56115108
45;13;49.64028777
46;13;50.71942446
47;13;51.79856115
48;13;52.87769784
49;13;53.95683453
50;13;55.03597122
51;13;56.11510791
52;13;57.1942446
53;13;58.27338129
54;13;59.35251799
55;13;60.43165468
56;13;61.51079137
57;13;62.58992806
58;13;63.66906475
59;13;64.74820144
60;13;65.82733813
61;13;66.90647482
62;13;67.98561151
63;13;69.0647482
64;13;70.14388489
65;13;71.22302158
66;13;72.30215827
67;13;73.38129496
68;13;74.46043165
69;13;75.53956835
70;13;76.61870504
71;13;77.69784173
72;13;78.77697842
73;13;79.85611511
74;13;80.9352518
75;13;82.01438849
76;13;83.09352518
77;13;84.17266187
78;13;85.25179856
79;13;86.33093525
80;13;87.41007194
81;13;88.48920863
82;13;89.56834532
83;13;90.64748201
84;13;91.72661871
85;13;92.8057554
86;13;93.88489209
87;13;94.96402878
88;13;96.04316547
89;13;97.12230216
90;13;98.20143885
91;13;99.28057554
92;13;100.3597122
93;13;101.4388489
94;13;102.5179856
95;13;103.5971223
96;13;104.676259
97;13;105.7553957
98;13;106.8345324
99;13;107.9136691
100;13;108.9928058
101;13;110.0719424
102;13;111.1510791
103;13;112.2302158
104;13;113.3093525
105;13;114.3884892
106;13;115.4676259
107;13;116.5467626
108;13;117.6258993
109;13;118.705036
110;13;119.7841727
111;13;120.8633094
112;13;121.942446
113;13;123.0215827
114;13;124.1007194
115;13;125.1798561
116;13;126.2589928
117;13;127.3381295
118;13;128.4172662
119;13;129.4964029
120;13;130.5755396
121;13;131.6546763
122;13;132.7338129
123;13;133.8129496
124;13;134.8920863
125;13;135.971223
126;13;137.0503597
127;13;138.1294964
128;13;139.2086331
129;13;140.2877698
130;13;141.3669065
131;13;142.4460432
132;13;143.5251799
133;13;144.6043165
134;13;145.6834532
135;13;146.7625899
136;13;147.8417266
137;13;148.9208633
138;13;150
0;14;1.156462585
1;14;2.31292517
2;14;3.469387755
3;14;4.62585034
4;14;5.782312925
5;14;6.93877551
6;14;8.095238095
7;14;9.25170068
8;14;10.40816327
9;14;11.56462585
10;14;12.72108844
11;14;13.87755102
12;14;15.03401361
13;14;16.19047619
14;14;17.34693878
15;14;18.50340136
16;14;19.65986395
17;14;20.81632653
18;14;21.97278912
19;14;23.1292517
20;14;24.28571429
21;14;25.44217687
22;14;26.59863946
23;14;27.75510204
24;14;28.91156463
25;14;30.06802721
26;14;31.2244898
27;14;32.38095238
28;14;33.53741497
29;14;34.69387755
30;14;35.85034014
31;14;37.00680272
32;14;38.16326531
33;14;39.31972789
34;14;40.47619048
35;14;41.63265306
36;14;42.78911565
37;14;43.94557823
38;14;45.10204082
39;14;46.2585034
40;14;47.41496599
41;14;48.57142857
42;14;49.72789116
43;14;50.88435374
44;14;52.04081633
45;14;53.19727891
46;14;54.3537415
47;14;55.51020408
48;14;56.66666667
49;14;57.82312925
50;14;58.97959184
51;14;60.13605442
52;14;61.29251701
53;14;62.44897959
54;14;63.60544218
55;14;64.76190476
56;14;65.91836735
57;14;67.07482993
58;14;68.23129252
59;14;69.3877551
60;14;70.54421769
61;14;71.70068027
62;14;72.85714286
63;14;74.01360544
64;14;75.17006803
65;14;76.32653061
66;14;77.4829932
67;14;78.63945578
68;14;79.79591837
69;14;80.95238095
70;14;82.10884354
71;14;83.26530612
72;14;84.42176871
73;14;85.57823129
74;14;86.73469388
75;14;87.89115646
76;14;89.04761905
77;14;90.20408163
78;14;91.36054422
79;14;92.5170068
80;14;93.67346939
81;14;94.82993197
82;14;95.98639456
83;14;97.14285714
84;14;98.29931973
85;14;99.45578231
86;14;100.6122449
87;14;101.7687075
88;14;102.9251701
89;14;104.0816327
90;14;105.2380952
91;14;106.3945578
92;14;107.5510204
93;14;108.707483
94;14;109.8639456
95;14;111.0204082
96;14;112.1768707
97;14;113.3333333
98;14;114.4897959
99;14;115.6462585
100;14;116.8027211
101;14;117.9591837
102;14;119.1156463
103;14;120.2721088
104;14;121.4285714
105;14;122.585034
106;14;123.7414966
107;14;124.8979592
108;14;126.0544218
109;14;127.2108844
110;14;128.3673469
111;14;129.5238095
112;14;130.6802721
113;14;131.8367347
114;14;132.9931973
115;14;134.1496599
116;14;135.3061224
117;14;136.462585
118;14;137.6190476
119;14;138.7755102
120;14;139.9319728
121;14;141.0884354
122;14;142.244898
123;14;143.4013605
124;14;144.5578231
125;14;145.7142857
126;14;146.8707483
127;14;148.0272109
128;14;149.1836735
129;14;150.3401361
130;14;151.4965986
131;14;152.6530612
132;14;153.8095238
133;14;154.9659864
134;14;156.122449
135;14;157.2789116
136;14;158.4353741
137;14;159.5918367
138;14;160.7482993
139;14;161.9047619
140;14;163.0612245
141;14;164.2176871
142;14;165.3741497
143;14;166.5306122
144;14;167.6870748
145;14;168.8435374
146;14;170
0;15;1.125827815
1;15;2.251655629
2;15;3.377483444
3;15;4.503311258
4;15;5.629139073
5;15;6.754966887
6;15;7.880794702
7;15;9.006622517
8;15;10.13245033
9;15;11.25827815
10;15;12.38410596
11;15;13.50993377
12;15;14.63576159
13;15;15.7615894
14;15;16.88741722
15;15;18.01324503
16;15;19.13907285
17;15;20.26490066
18;15;21.39072848
19;15;22.51655629
20;15;23.64238411
21;15;24.76821192
22;15;25.89403974
23;15;27.01986755
24;15;28.14569536
25;15;29.27152318
26;15;30.39735099
27;15;31.52317881
28;15;32.64900662
29;15;33.77483444
30;15;34.90066225
31;15;36.02649007
32;15;37.15231788
33;15;38.2781457
34;15;39.40397351
35;15;40.52980132
36;15;41.65562914
37;15;42.78145695
38;15;43.90728477
39;15;45.03311258
40;15;46.1589404
41;15;47.28476821
42;15;48.41059603
43;15;49.53642384
44;15;50.66225166
45;15;51.78807947
46;15;52.91390728
47;15;54.0397351
48;15;55.16556291
49;15;56.29139073
50;15;57.41721854
51;15;58.54304636
52;15;59.66887417
53;15;60.79470199
54;15;61.9205298
55;15;63.04635762
56;15;64.17218543
57;15;65.29801325
58;15;66.42384106
59;15;67.54966887
60;15;68.67549669
61;15;69.8013245
62;15;70.92715232
63;15;72.05298013
64;15;73.17880795
65;15;74.30463576
66;15;75.43046358
67;15;76.55629139
68;15;77.68211921
69;15;78.80794702
70;15;79.93377483
71;15;81.05960265
72;15;82.18543046
73;15;83.31125828
74;15;84.43708609
75;15;85.56291391
76;15;86.68874172
77;15;87.81456954
78;15;88.94039735
79;15;90.06622517
80;15;91.19205298
81;15;92.31788079
82;15;93.44370861
83;15;94.56953642
84;15;95.69536424
85;15;96.82119205
86;15;97.94701987
87;15;99.07284768
88;15;100.1986755
89;15;101.3245033
90;15;102.4503311
91;15;103.5761589
92;15;104.7019868
93;15;105.8278146
94;15;106.9536424
95;15;108.0794702
96;15;109.205298
97;15;110.3311258
98;15;111.4569536
99;15;112.5827815
100;15;113.7086093
101;15;114.8344371
102;15;115.9602649
103;15;117.0860927
104;15;118.2119205
105;15;119.3377483
106;15;120.4635762
107;15;121.589404
108;15;122.7152318
109;15;123.8410596
110;15;124.9668874
111;15;126.0927152
112;15;127.218543
113;15;128.3443709
114;15;129.4701987
115;15;130.5960265
116;15;131.7218543
117;15;132.8476821
118;15;133.9735099
119;15;135.0993377
120;15;136.2251656
121;15;137.3509934
122;15;138.4768212
123;15;139.602649
124;15;140.7284768
125;15;141.8543046
126;15;142.9801325
127;15;144.1059603
128;15;145.2317881
129;15;146.3576159
130;15;147.4834437
131;15;148.6092715
132;15;149.7350993
133;15;150.8609272
134;15;151.986755
135;15;153.1125828
136;15;154.2384106
137;15;155.3642384
138;15;156.4900662
139;15;157.615894
140;15;158.7417219
141;15;159.8675497
142;15;160.9933775
143;15;162.1192053
144;15;163.2450331
145;15;164.3708609
146;15;165.4966887
147;15;166.6225166
148;15;167.7483444
149;15;168.8741722
150;15;170
0;16;1.724137931
1;16;3.448275862
2;16;5.172413793
3;16;6.896551724
4;16;8.620689655
5;16;10.34482759
6;16;12.06896552
7;16;13.79310345
8;16;15.51724138
9;16;17.24137931
10;16;18.96551724
11;16;20.68965517
12;16;22.4137931
13;16;24.13793103
14;16;25.86206897
15;16;27.5862069
16;16;29.31034483
17;16;31.03448276
18;16;32.75862069
19;16;34.48275862
20;16;36.20689655
21;16;37.93103448
22;16;39.65517241
23;16;41.37931034
24;16;43.10344828
25;16;44.82758621
26;16;46.55172414
27;16;48.27586207
28;16;50
29;16;51.72413793
30;16;53.44827586
31;16;55.17241379
32;16;56.89655172
33;16;58.62068966
34;16;60.34482759
35;16;62.06896552
36;16;63.79310345
37;16;65.51724138
38;16;67.24137931
39;16;68.96551724
40;16;70.68965517
41;16;72.4137931
42;16;74.13793103
43;16;75.86206897
44;16;77.5862069
45;16;79.31034483
46;16;81.03448276
47;16;82.75862069
48;16;84.48275862
49;16;86.20689655
50;16;87.93103448
51;16;89.65517241
52;16;91.37931034
53;16;93.10344828
54;16;94.82758621
55;16;96.55172414
56;16;98.27586207
57;16;100
58;16;101.7241379
59;16;103.4482759
60;16;105.1724138
61;16;106.8965517
62;16;108.6206897
63;16;110.3448276
64;16;112.0689655
65;16;113.7931034
66;16;115.5172414
67;16;117.2413793
68;16;118.9655172
69;16;120.6896552
70;16;122.4137931
71;16;124.137931
72;16;125.862069
73;16;127.5862069
74;16;129.3103448
75;16;131.0344828
76;16;132.7586207
77;16;134.4827586
78;16;136.2068966
79;16;137.9310345
80;16;139.6551724
81;16;141.3793103
82;16;143.1034483
83;16;144.8275862
84;16;146.5517241
85;16;148.2758621
86;16;150
87;16;151.7241379
88;16;153.4482759
89;16;155.1724138
90;16;156.8965517
91;16;158.6206897
92;16;160.3448276
93;16;162.0689655
94;16;163.7931034
95;16;165.5172414
96;16;167.2413793
97;16;168.9655172
98;16;170.6896552
99;16;172.4137931
100;16;174.137931
101;16;175.862069
102;16;177.5862069
103;16;179.3103448
104;16;181.0344828
105;16;182.7586207
106;16;184.4827586
107;16;186.2068966
108;16;187.9310345
109;16;189.6551724
110;16;191.3793103
111;16;193.1034483
112;16;194.8275862
113;16;196.5517241
114;16;198.2758621
115;16;200
0;17;1.554621849
1;17;3.109243697
2;17;4.663865546
3;17;6.218487395
4;17;7.773109244
5;17;9.327731092
6;17;10.88235294
7;17;12.43697479
8;17;13.99159664
9;17;15.54621849
10;17;17.10084034
11;17;18.65546218
12;17;20.21008403
13;17;21.76470588
14;17;23.31932773
15;17;24.87394958
16;17;26.42857143
17;17;27.98319328
18;17;29.53781513
19;17;31.09243697
20;17;32.64705882
21;17;34.20168067
22;17;35.75630252
23;17;37.31092437
24;17;38.86554622
25;17;40.42016807
26;17;41.97478992
27;17;43.52941176
28;17;45.08403361
29;17;46.63865546
30;17;48.19327731
31;17;49.74789916
32;17;51.30252101
33;17;52.85714286
34;17;54.41176471
35;17;55.96638655
36;17;57.5210084
37;17;59.07563025
38;17;60.6302521
39;17;62.18487395
40;17;63.7394958
41;17;65.29411765
42;17;66.8487395
43;17;68.40336134
44;17;69.95798319
45;17;71.51260504
46;17;73.06722689
47;17;74.62184874
48;17;76.17647059
49;17;77.73109244
50;17;79.28571429
51;17;80.84033613
52;17;82.39495798
53;17;83.94957983
54;17;85.50420168
55;17;87.05882353
56;17;88.61344538
57;17;90.16806723
58;17;91.72268908
59;17;93.27731092
60;17;94.83193277
61;17;96.38655462
62;17;97.94117647
63;17;99.49579832
64;17;101.0504202
65;17;102.605042
66;17;104.1596639
67;17;105.7142857
68;17;107.2689076
69;17;108.8235294
70;17;110.3781513
71;17;111.9327731
72;17;113.487395
73;17;115.0420168
74;17;116.5966387
75;17;118.1512605
76;17;119.7058824
77;17;121.2605042
78;17;122.8151261
79;17;124.3697479
80;17;125.9243697
81;17;127.4789916
82;17;129.0336134
83;17;130.5882353
84;17;132.1428571
85;17;133.697479
86;17;135.2521008
87;17;136.8067227
88;17;138.3613445
89;17;139.9159664
90;17;141.4705882
91;17;143.0252101
92;17;144.5798319
93;17;146.1344538
94;17;147.6890756
95;17;149.2436975
96;17;150.7983193
97;17;152.3529412
98;17;153.907563
99;17;155.4621849
100;17;157.0168067
101;17;158.5714286
102;17;160.1260504
103;17;161.6806723
104;17;163.2352941
105;17;164.789916
106;17;166.3445378
107;17;167.8991597
108;17;169.4537815
109;17;171.0084034
110;17;172.5630252
111;17;174.1176471
112;17;175.6722689
113;17;177.2268908
114;17;178.7815126
115;17;180.3361345
116;17;181.8907563
117;17;183.4453782
118;17;185
0;18;1.297709924
1;18;2.595419847
2;18;3.893129771
3;18;5.190839695
4;18;6.488549618
5;18;7.786259542
6;18;9.083969466
7;18;10.38167939
8;18;11.67938931
9;18;12.97709924
10;18;14.27480916
11;18;15.57251908
12;18;16.87022901
13;18;18.16793893
14;18;19.46564885
15;18;20.76335878
16;18;22.0610687
17;18;23.35877863
18;18;24.65648855
19;18;25.95419847
20;18;27.2519084
21;18;28.54961832
22;18;29.84732824
23;18;31.14503817
24;18;32.44274809
25;18;33.74045802
26;18;35.03816794
27;18;36.33587786
28;18;37.63358779
29;18;38.93129771
30;18;40.22900763
31;18;41.52671756
32;18;42.82442748
33;18;44.1221374
34;18;45.41984733
35;18;46.71755725
36;18;48.01526718
37;18;49.3129771
38;18;50.61068702
39;18;51.90839695
40;18;53.20610687
41;18;54.50381679
42;18;55.80152672
43;18;57.09923664
44;18;58.39694656
45;18;59.69465649
46;18;60.99236641
47;18;62.29007634
48;18;63.58778626
49;18;64.88549618
50;18;66.18320611
51;18;67.48091603
52;18;68.77862595
53;18;70.07633588
54;18;71.3740458
55;18;72.67175573
56;18;73.96946565
57;18;75.26717557
58;18;76.5648855
59;18;77.86259542
60;18;79.16030534
61;18;80.45801527
62;18;81.75572519
63;18;83.05343511
64;18;84.35114504
65;18;85.64885496
66;18;86.94656489
67;18;88.24427481
68;18;89.54198473
69;18;90.83969466
70;18;92.13740458
71;18;93.4351145
72;18;94.73282443
73;18;96.03053435
74;18;97.32824427
75;18;98.6259542
76;18;99.92366412
77;18;101.221374
78;18;102.519084
79;18;103.8167939
80;18;105.1145038
81;18;106.4122137
82;18;107.7099237
83;18;109.0076336
84;18;110.3053435
85;18;111.6030534
86;18;112.9007634
87;18;114.1984733
88;18;115.4961832
89;18;116.7938931
90;18;118.0916031
91;18;119.389313
92;18;120.6870229
93;18;121.9847328
94;18;123.2824427
95;18;124.5801527
96;18;125.8778626
97;18;127.1755725
98;18;128.4732824
99;18;129.7709924
100;18;131.0687023
101;18;132.3664122
102;18;133.6641221
103;18;134.9618321
104;18;136.259542
105;18;137.5572519
106;18;138.8549618
107;18;140.1526718
108;18;141.4503817
109;18;142.7480916
110;18;144.0458015
111;18;145.3435115
112;18;146.6412214
113;18;147.9389313
114;18;149.2366412
115;18;150.5343511
116;18;151.8320611
117;18;153.129771
118;18;154.4274809
119;18;155.7251908
120;18;157.0229008
121;18;158.3206107
122;18;159.6183206
123;18;160.9160305
124;18;162.2137405
125;18;163.5114504
126;18;164.8091603
127;18;166.1068702
128;18;167.4045802
129;18;168.7022901
130;18;170
0;19;1.096774194
1;19;2.193548387
2;19;3.290322581
3;19;4.387096774
4;19;5.483870968
5;19;6.580645161
6;19;7.677419355
7;19;8.774193548
8;19;9.870967742
9;19;10.96774194
10;19;12.06451613
11;19;13.16129032
12;19;14.25806452
13;19;15.35483871
14;19;16.4516129
15;19;17.5483871
16;19;18.64516129
17;19;19.74193548
18;19;20.83870968
19;19;21.93548387
20;19;23.03225806
21;19;24.12903226
22;19;25.22580645
23;19;26.32258065
24;19;27.41935484
25;19;28.51612903
26;19;29.61290323
27;19;30.70967742
28;19;31.80645161
29;19;32.90322581
30;19;34
31;19;35.09677419
32;19;36.19354839
33;19;37.29032258
34;19;38.38709677
35;19;39.48387097
36;19;40.58064516
37;19;41.67741935
38;19;42.77419355
39;19;43.87096774
40;19;44.96774194
41;19;46.06451613
42;19;47.16129032
43;19;48.25806452
44;19;49.35483871
45;19;50.4516129
46;19;51.5483871
47;19;52.64516129
48;19;53.74193548
49;19;54.83870968
50;19;55.93548387
51;19;57.03225806
52;19;58.12903226
53;19;59.22580645
54;19;60.32258065
55;19;61.41935484
56;19;62.51612903
57;19;63.61290323
58;19;64.70967742
59;19;65.80645161
60;19;66.90322581
61;19;68
62;19;69.09677419
63;19;70.19354839
64;19;71.29032258
65;19;72.38709677
66;19;73.48387097
67;19;74.58064516
68;19;75.67741935
69;19;76.77419355
70;19;77.87096774
71;19;78.96774194
72;19;80.06451613
73;19;81.16129032
74;19;82.25806452
75;19;83.35483871
76;19;84.4516129
77;19;85.5483871
78;19;86.64516129
79;19;87.74193548
80;19;88.83870968
81;19;89.93548387
82;19;91.03225806
83;19;92.12903226
84;19;93.22580645
85;19;94.32258065
86;19;95.41935484
87;19;96.51612903
88;19;97.61290323
89;19;98.70967742
90;19;99.80645161
91;19;100.9032258
92;19;102
93;19;103.0967742
94;19;104.1935484
95;19;105.2903226
96;19;106.3870968
97;19;107.483871
98;19;108.5806452
99;19;109.6774194
100;19;110.7741935
101;19;111.8709677
102;19;112.9677419
103;19;114.0645161
104;19;115.1612903
105;19;116.2580645
106;19;117.3548387
107;19;118.4516129
108;19;119.5483871
109;19;120.6451613
110;19;121.7419355
111;19;122.8387097
112;19;123.9354839
113;19;125.0322581
114;19;126.1290323
115;19;127.2258065
116;19;128.3225806
117;19;129.4193548
118;19;130.516129
119;19;131.6129032
120;19;132.7096774
121;19;133.8064516
122;19;134.9032258
123;19;136
124;19;137.0967742
125;19;138.1935484
126;19;139.2903226
127;19;140.3870968
128;19;141.483871
129;19;142.5806452
130;19;143.6774194
131;19;144.7741935
132;19;145.8709677
133;19;146.9677419
134;19;148.0645161
135;19;149.1612903
136;19;150.2580645
137;19;151.3548387
138;19;152.4516129
139;19;153.5483871
140;19;154.6451613
141;19;155.7419355
142;19;156.8387097
143;19;157.9354839
144;19;159.0322581
145;19;160.1290323
146;19;161.2258065
147;19;162.3225806
148;19;163.4193548
149;19;164.516129
150;19;165.6129032
151;19;166.7096774
152;19;167.8064516
153;19;168.9032258
154;19;170
0;20;1.866666667
1;20;3.733333333
2;20;5.6
3;20;7.466666667
4;20;9.333333333
5;20;11.2
6;20;13.06666667
7;20;14.93333333
8;20;16.8
9;20;18.66666667
10;20;20.53333333
11;20;22.4
12;20;24.26666667
13;20;26.13333333
14;20;28
15;20;29.86666667
16;20;31.73333333
17;20;33.6
18;20;35.46666667
19;20;37.33333333
20;20;39.2
21;20;41.06666667
22;20;42.93333333
23;20;44.8
24;20;46.66666667
25;20;48.53333333
26;20;50.4
27;20;52.26666667
28;20;54.13333333
29;20;56
30;20;57.86666667
31;20;59.73333333
32;20;61.6
33;20;63.46666667
34;20;65.33333333
35;20;67.2
36;20;69.06666667
37;20;70.93333333
38;20;72.8
39;20;74.66666667
40;20;76.53333333
41;20;78.4
42;20;80.26666667
43;20;82.13333333
44;20;84
45;20;85.86666667
46;20;87.73333333
47;20;89.6
48;20;91.46666667
49;20;93.33333333
50;20;95.2
51;20;97.06666667
52;20;98.93333333
53;20;100.8
54;20;102.6666667
55;20;104.5333333
56;20;106.4
57;20;108.2666667
58;20;110.1333333
59;20;112
60;20;113.8666667
61;20;115.7333333
62;20;117.6
63;20;119.4666667
64;20;121.3333333
65;20;123.2
66;20;125.0666667
67;20;126.9333333
68;20;128.8
69;20;130.6666667
70;20;132.5333333
71;20;134.4
72;20;136.2666667
73;20;138.1333333
74;20;140
0;21;1.919191919
1;21;3.838383838
2;21;5.757575758
3;21;7.676767677
4;21;9.595959596
5;21;11.51515152
6;21;13.43434343
7;21;15.35353535
8;21;17.27272727
9;21;19.19191919
10;21;21.11111111
11;21;23.03030303
12;21;24.94949495
13;21;26.86868687
14;21;28.78787879
15;21;30.70707071
16;21;32.62626263
17;21;34.54545455
18;21;36.46464646
19;21;38.38383838
20;21;40.3030303
21;21;42.22222222
22;21;44.14141414
23;21;46.06060606
24;21;47.97979798
25;21;49.8989899
26;21;51.81818182
27;21;53.73737374
28;21;55.65656566
29;21;57.57575758
30;21;59.49494949
31;21;61.41414141
32;21;63.33333333
33;21;65.25252525
34;21;67.17171717
35;21;69.09090909
36;21;71.01010101
37;21;72.92929293
38;21;74.84848485
39;21;76.76767677
40;21;78.68686869
41;21;80.60606061
42;21;82.52525253
43;21;84.44444444
44;21;86.36363636
45;21;88.28282828
46;21;90.2020202
47;21;92.12121212
48;21;94.04040404
49;21;95.95959596
50;21;97.87878788
51;21;99.7979798
52;21;101.7171717
53;21;103.6363636
54;21;105.5555556
55;21;107.4747475
56;21;109.3939394
57;21;111.3131313
58;21;113.2323232
59;21;115.1515152
60;21;117.0707071
61;21;118.989899
62;21;120.9090909
63;21;122.8282828
64;21;124.7474747
65;21;126.6666667
66;21;128.5858586
67;21;130.5050505
68;21;132.4242424
69;21;134.3434343
70;21;136.2626263
71;21;138.1818182
72;21;140.1010101
73;21;142.020202
74;21;143.9393939
75;21;145.8585859
76;21;147.7777778
77;21;149.6969697
78;21;151.6161616
79;21;153.5353535
80;21;155.4545455
81;21;157.3737374
